,weather,temperature,pressure,humidity,wind_speed,wind_direction,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,PM25_Concentration
2014/5/5 17:00,0,0.588235294,0.573770492,0.13,0.25,1,0.055555556,0.064102564,0.027348919,0.234332425,0.028056112,10
2014/5/5 18:00,0,0.588235294,0.573770492,0.13,0.3,3,0.034090909,0.068376068,0.028987334,0.231607629,0.03006012,22
2014/5/5 19:00,0,0.588235294,0.573770492,0.13,0.3,13,0.111111111,0.081196581,0.034028609,0.21253406,0.034068136,20
2014/5/5 20:00,0,0.509803922,0.590163934,0.21,0.291666667,13,0.035353535,0.106837607,0.035225912,0.182561308,0.032064128,21
2014/5/5 21:00,0,0.490196078,0.606557377,0.26,0.266666667,3,0.078282828,0.11965812,0.03806163,0.16893733,0.036072144,38
2014/5/5 22:00,0,0.490196078,0.590163934,0.3,0.308333333,13,0.077020202,0.132478632,0.041653538,0.158038147,0.0501002,35
2014/5/5 23:00,0,0.470588235,0.590163934,0.3,0.316666667,13,0.058080808,0.115384615,0.038880837,0.160762943,0.070140281,32
2014/5/6 0:00,0,0.470588235,0.573770492,0.26,0.391666667,3,0.078282828,0.11965812,0.031192892,0.155313351,0.108216433,30
2014/5/6 1:00,0,0.450980392,0.573770492,0.34,0.375,3,0.044191919,0.098290598,0.031003844,0.163487738,0.068136273,24
2014/5/6 2:00,0,0.450980392,0.557377049,0.39,0.275,3,0.060606061,0.111111111,0.033146386,0.155313351,0.066132265,31
2014/5/6 3:00,0,0.431372549,0.540983607,0.41,0.35,13,0.054292929,0.111111111,0.037305438,0.144414169,0.072144289,28
2014/5/6 4:00,0,0.431372549,0.524590164,0.43,0.391666667,13,0.060606061,0.11965812,0.045812591,0.122615804,0.092184369,41
2014/5/6 5:00,0,0.431372549,0.524590164,0.45,0.291666667,3,0.071969697,0.158119658,0.05948705,0.095367847,0.130260521,45
2014/5/6 6:00,0,0.431372549,0.508196721,0.5,0.183333333,23,0.107323232,0.188034188,0.065788645,0.092643052,0.122244489,55
2014/5/6 7:00,0,0.450980392,0.508196721,0.52,0.2,23,0.141414141,0.205128205,0.08355914,0.092643052,0.132264529,50
2014/5/6 8:00,2,0.470588235,0.508196721,0.53,0.175,23,0.199494949,0.166666667,0.073665637,0.119891008,0.128256513,50
2014/5/6 9:00,2,0.529411765,0.491803279,0.52,0.433333333,23,0.162878788,0.132478632,0.075997227,0.163487738,0.116232465,56
2014/5/6 10:00,2,0.568627451,0.475409836,0.49,0.225,23,0.169191919,0.123931624,0.069317537,0.16893733,0.112224449,57
2014/5/6 11:00,2,0.568627451,0.475409836,0.49,0.225,23,0.169191919,0.123931624,0.069317537,0.16893733,0.112224449,57
2014/5/6 12:00,2,0.568627451,0.475409836,0.49,0.225,23,0.169191919,0.064102564,0.0754931,0.272479564,0.108216433,57
2014/5/6 13:00,2,0.568627451,0.475409836,0.49,0.225,23,0.169191919,0.094017094,0.070955952,0.302452316,0.098196393,57
2014/5/6 14:00,2,0.568627451,0.475409836,0.49,0.225,23,0.005050505,0.106837607,0.071586111,0.294277929,0.098196393,1
2014/5/6 15:00,2,0.568627451,0.475409836,0.49,0.225,23,0.222222222,0.115384615,0.072972462,0.313351499,0.100200401,80
2014/5/6 16:00,2,0.568627451,0.475409836,0.49,0.225,23,0.222222222,0.115384615,0.072972462,0.313351499,0.100200401,80
2014/5/6 17:00,2,0.568627451,0.475409836,0.49,0.225,23,0.253787879,0.14957265,0.237948201,0.217983651,0.941883768,117
2014/5/6 18:00,2,0.568627451,0.475409836,0.49,0.225,23,0.253787879,0.282051282,0.071208016,0.217983651,0.110220441,115
2014/5/6 19:00,2,0.568627451,0.475409836,0.49,0.225,23,0.25,0.205128205,0.072909446,0.196185286,0.082164329,106
2014/5/6 20:00,2,0.568627451,0.475409836,0.49,0.225,23,0.265151515,0.183760684,0.072090239,0.179836512,0.072144289,92
2014/5/6 21:00,2,0.568627451,0.475409836,0.49,0.225,23,0.212121212,0.162393162,0.090995022,0.171662125,0.074148297,101
2014/5/6 22:00,2,0.568627451,0.475409836,0.49,0.225,23,0.212121212,0.175213675,0.08822232,0.136239782,0.058116232,105
2014/5/6 23:00,2,0.568627451,0.475409836,0.49,0.225,23,0.222222222,0.311965812,0.118028861,0.081743869,0.062124248,100
2014/5/7 0:00,2,0.568627451,0.475409836,0.49,0.225,23,0.224747475,0.269230769,0.089608671,0.076294278,0.062124248,125
2014/5/7 1:00,2,0.568627451,0.475409836,0.49,0.225,23,0.263888889,0.273504274,0.100447413,0.054495913,0.044088176,110
2014/5/7 2:00,2,0.568627451,0.475409836,0.49,0.225,23,0.262626263,0.294871795,0.108387422,0.040871935,0.042084168,96
2014/5/7 3:00,2,0.568627451,0.475409836,0.49,0.225,23,0.176767677,0.273504274,0.056084189,0.049046322,0.056112224,90
2014/5/7 4:00,2,0.568627451,0.475409836,0.49,0.225,23,0.14520202,0.11965812,0.053941647,0.089918256,0.044088176,63
2014/5/7 5:00,2,0.568627451,0.475409836,0.49,0.225,23,0.189393939,0.141025641,0.056840381,0.076294278,0.032064128,61
2014/5/7 6:00,2,0.568627451,0.475409836,0.49,0.225,23,0.152777778,0.094017094,0.04877434,0.103542234,0.034068136,70
2014/5/7 7:00,2,0.568627451,0.475409836,0.49,0.225,23,0.125,0.055555556,0.045371479,0.125340599,0.032064128,74
2014/5/7 8:00,2,0.568627451,0.475409836,0.49,0.225,23,0.125,0.081196581,0.061629592,0.128065395,0.052104208,59
2014/5/7 9:00,2,0.568627451,0.475409836,0.49,0.225,23,0.147727273,0.098290598,0.058667843,0.133514986,0.066132265,68
2014/5/7 10:00,2,0.568627451,0.475409836,0.49,0.225,23,0.147727273,0.098290598,0.058667843,0.133514986,0.066132265,68
2014/5/7 11:00,2,0.568627451,0.475409836,0.49,0.225,23,0.147727273,0.098290598,0.058667843,0.133514986,0.066132265,68
2014/5/7 12:00,2,0.568627451,0.475409836,0.49,0.225,23,0.147727273,0.098290598,0.058667843,0.133514986,0.066132265,68
2014/5/7 13:00,2,0.568627451,0.475409836,0.49,0.225,23,0.147727273,0.098290598,0.058667843,0.133514986,0.066132265,68
2014/5/7 14:00,2,0.568627451,0.475409836,0.49,0.225,23,0.147727273,0.098290598,0.058667843,0.133514986,0.066132265,68
2014/5/7 15:00,2,0.568627451,0.475409836,0.49,0.225,23,0.098484848,0.008547009,0.036612263,0.250681199,0.024048096,70
2014/5/7 16:00,2,0.568627451,0.475409836,0.49,0.225,23,0.093434343,0.042735043,0.027159871,0.250681199,0.018036072,42
2014/5/7 17:00,2,0.568627451,0.475409836,0.49,0.225,23,0.054292929,0.051282051,0.023315899,0.220708447,0.018036072,36
2014/5/7 18:00,2,0.568627451,0.475409836,0.49,0.225,23,0.054292929,0.068376068,0.026466696,0.196185286,0.018036072,65
2014/5/7 19:00,2,0.568627451,0.475409836,0.49,0.225,23,0.112373737,0.098290598,0.034847816,0.19346049,0.024048096,31
2014/5/7 20:00,2,0.568627451,0.475409836,0.49,0.225,23,0.234848485,0.132478632,0.046568782,0.198910082,0.024048096,45
2014/5/7 21:00,2,0.568627451,0.475409836,0.49,0.225,23,0.098484848,0.106837607,0.046190686,0.196185286,0.024048096,77
2014/5/7 22:00,2,0.568627451,0.475409836,0.49,0.225,23,0.103535354,0.123931624,0.04240973,0.190735695,0.02004008,67
2014/5/7 23:00,2,0.568627451,0.475409836,0.49,0.225,23,0.103535354,0.141025641,0.042031634,0.16893733,0.02004008,66
2014/5/8 0:00,2,0.568627451,0.475409836,0.49,0.225,23,0.09469697,0.11965812,0.041275443,0.163487738,0.018036072,67
2014/5/8 1:00,2,0.568627451,0.475409836,0.49,0.225,23,0.098484848,0.192307692,0.044300208,0.122615804,0.018036072,64
2014/5/8 2:00,2,0.568627451,0.475409836,0.49,0.225,23,0.092171717,0.226495726,0.050286723,0.095367847,0.02004008,72
2014/5/8 3:00,2,0.568627451,0.475409836,0.49,0.225,23,0.109848485,0.226495726,0.04814418,0.089918256,0.022044088,84
2014/5/8 4:00,2,0.568627451,0.475409836,0.49,0.225,23,0.113636364,0.235042735,0.044678304,0.081743869,0.022044088,79
2014/5/8 5:00,2,0.568627451,0.475409836,0.49,0.225,23,0.095959596,0.243589744,0.044930367,0.073569482,0.024048096,75
2014/5/8 6:00,2,0.568627451,0.475409836,0.49,0.225,23,0.106060606,0.239316239,0.041527506,0.070844687,0.022044088,82
2014/5/8 7:00,2,0.568627451,0.475409836,0.49,0.225,23,0.106060606,0.243589744,0.054130695,0.081743869,0.04008016,85
2014/5/8 8:00,2,0.568627451,0.475409836,0.49,0.225,23,0.141414141,0.162393162,0.048396244,0.122615804,0.086172345,98
2014/5/8 9:00,2,0.568627451,0.475409836,0.49,0.225,23,0.141414141,0.111111111,0.043039889,0.155313351,0.090180361,91
2014/5/8 10:00,2,0.568627451,0.475409836,0.49,0.225,23,0.141414141,0.128205128,0.05948705,0.166212534,0.092184369,67
2014/5/8 11:00,2,0.568627451,0.475409836,0.49,0.225,23,0.141414141,0.128205128,0.05948705,0.166212534,0.092184369,67
2014/5/8 12:00,2,0.568627451,0.475409836,0.49,0.225,23,0.141414141,0.072649573,0.03339845,0.217983651,0.042084168,44
2014/5/8 13:00,1,0.62745098,0.557377049,0.29,0.233333333,13,0.141414141,0.064102564,0.038313693,0.220708447,0.04008016,46
2014/5/8 14:00,1,0.62745098,0.557377049,0.29,0.233333333,3,0.059343434,0.05982906,0.044930367,0.237057221,0.048096192,28
2014/5/8 15:00,1,0.666666667,0.540983607,0.27,0.208333333,13,0.112373737,0.051282051,0.04644275,0.250681199,0.042084168,41
2014/5/8 16:00,1,0.647058824,0.524590164,0.31,0.416666667,13,0.070707071,0.064102564,0.051042914,0.253405995,0.048096192,38
2014/5/8 17:00,1,0.62745098,0.524590164,0.34,0.341666667,13,0.041666667,0.072649573,0.053689583,0.261580381,0.048096192,22
2014/5/8 18:00,1,0.62745098,0.524590164,0.34,0.341666667,13,0.121212121,0.11965812,0.064276262,0.258855586,0.058116232,40
2014/5/8 19:00,1,0.588235294,0.524590164,0.45,0.35,13,0.075757576,0.179487179,0.075997227,0.242506812,0.068136273,50
2014/5/8 20:00,1,0.588235294,0.524590164,0.45,0.266666667,13,0.152777778,0.111111111,0.082235806,0.261580381,0.058116232,60
2014/5/8 21:00,1,0.549019608,0.540983607,0.57,0.516666667,13,0.097222222,0.132478632,0.079021993,0.226158038,0.066132265,53
2014/5/8 22:00,1,0.549019608,0.540983607,0.59,0.391666667,13,0.103535354,0.141025641,0.081920726,0.220708447,0.066132265,55
2014/5/8 23:00,1,0.549019608,0.540983607,0,0.15,13,0.113636364,0.08974359,0.069317537,0.239782016,0.054108216,57
2014/5/9 0:00,1,0.549019608,0.557377049,0.6,0.133333333,13,0.069444444,0.085470085,0.056714349,0.234332425,0.042084168,47
2014/5/9 1:00,1,0.549019608,0.557377049,0.53,0.383333333,13,0.069444444,0.094017094,0.037809566,0.226158038,0.038076152,47
2014/5/9 2:00,1,0.549019608,0.557377049,0.52,0.341666667,13,0.051767677,0.098290598,0.037809566,0.228882834,0.034068136,40
2014/5/9 3:00,1,0.549019608,0.540983607,0.53,0.308333333,13,0.063131313,0.094017094,0.037809566,0.217983651,0.04008016,42
2014/5/9 4:00,1,0.529411765,0.540983607,0.58,0.241666667,1,0.082070707,0.141025641,0.050412754,0.177111717,0.042084168,47
2014/5/9 5:00,1,0.529411765,0.540983607,0.65,0.225,13,0.111111111,0.11965812,0.056714349,0.163487738,0.04008016,53
2014/5/9 6:00,1,0.529411765,0.540983607,0.66,0.116666667,13,0.108585859,0.08974359,0.050412754,0.163487738,0.034068136,58
2014/5/9 7:00,1,0.529411765,0.557377049,0.74,0.183333333,13,0.103535354,0.068376068,0.050412754,0.158038147,0.028056112,53
2014/5/9 8:00,1,0.529411765,0.557377049,0.74,0.233333333,13,0.087121212,0.098290598,0.056714349,0.144414169,0.03006012,54
2014/5/9 9:00,1,0.549019608,0.557377049,0.71,0.3,13,0.097222222,0.153846154,0.063015943,0.136239782,0.0501002,59
2014/5/9 10:00,1,0.607843137,0.557377049,0.55,0.233333333,13,0.099747475,0.192307692,0.100825509,0.152588556,0.126252505,68
